filer,filingYear,sourceName,address,cityAndState,amount,reimbursedAmount,onDate,throughDate,giftOrIncome,madeASpeechParticipatedInPanel,giftTravelDestination,otherDescription,formUrl,legislatorDigitalDemocracyUrl
Susan Eggman,2023,California Foundation on the Environment and the Economy,920 11th St.,"Sacramento, CA 95814",11929.19,0,2023-03-31,2023-04-08,Income,,,Study Tour in Denmark,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51a13b02-495f-40a9-aa51-eea4b558c751.pdf,https://digitaldemocracy.calmatters.org/legislators/susan talamantes-eggman-165448
Susan Eggman,2023,California Legislative LGBT Foundation,"1017 L St., Suite 107","Sacramento, CA 95814",125,0,2023-06-23,2023-06-24,Income,,,"Chumash Tribe Visit in Solvang, CA",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51a13b02-495f-40a9-aa51-eea4b558c751.pdf,https://digitaldemocracy.calmatters.org/legislators/susan talamantes-eggman-165448
Susan Eggman,2023,California Legislative LGBT Foundation,"1017 L St., Suite 107","Sacramento, CA 95814",236.38,0,2023-06-30,2023-07-01,Income,,,"Tru Evolution Event in Riverside, CA",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51a13b02-495f-40a9-aa51-eea4b558c751.pdf,https://digitaldemocracy.calmatters.org/legislators/susan talamantes-eggman-165448
Susan Eggman,2023,California Legislative LGBT Foundation,"1017 L St., Suite 107","Sacramento, CA 95814",97.88,0,2023-11-28,2023-11-29,Income,,,"Town Hall and Rural tour
Riverside, California",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4a1515f7-8f89-475d-8ce1-0987ff442dda.pdf,https://digitaldemocracy.calmatters.org/legislators/susan talamantes-eggman-165448
Maria Elena,2021,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",1798.77,0,2021-12-03,2021-12-04,Gift,false,"Anaheim, CA",Lodging and Meals for for Policy Retreat,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/892f5c4c-7b3c-407f-a3da-ab3a939b17e8.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2022,California Applicants Attorneys Associations,"1303 J Street, Suite 420","Sacramento, CA 95814",396.68,0,2022-06-24,2022-06-25,Gift,false,Carlsbad. CA,Lodging and Meals for Other 2022 Summer Convention Social Justice Panel,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ae805ad0-5063-4d57-9a66-8f28b6d3c3d9.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite. 202","San Francisco, CA 94133",761.55,0,2022-02-03,2022-02-04,Gift,false,"Napa, CA",Lodging and Meals for Federal Finance Conference ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ae805ad0-5063-4d57-9a66-8f28b6d3c3d9.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202 ","San Francisco, CA 94133",9627.77,0,2022-04-08,2022-04-15,Gift,,Scotland and Iceland,"on Airfare, Lodging and Meals for Study Protect in Iceland",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ae805ad0-5063-4d57-9a66-8f28b6d3c3d9.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2022,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050 ","Los Angeles, CA 90017",2684.02,0,2022-03-18,2022-03-19,Gift,false,"Anaheim, CA",Lodging and Meals for Policy Retreat ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ae805ad0-5063-4d57-9a66-8f28b6d3c3d9.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",12078.19,0,2023-03-31,2023-04-08,Gift,,Denmark,"Airfare, Lodging, Ground Transportation and Meals",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/725cbbf1-b16c-4a9d-a64f-6ac08c1bf4cf.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2023,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",2229.24,0,2023-03-03,2023-03-04,Gift,,"Anaheim, CA",Lodging and Meals for Policy Retreat,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/725cbbf1-b16c-4a9d-a64f-6ac08c1bf4cf.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2023,Congress of Oaxaca,71248 Jalpan de Serra,"Oaxaca de Juarez, Mexico",443,0,2023-07-16,2023-07-19,Gift,,"Oaxaca, Mexico",Ground Transportation and Meals,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/725cbbf1-b16c-4a9d-a64f-6ac08c1bf4cf.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Maria Elena,2023,Ideate Labs,12820 Halkirk Street,"Studio City, CA 91604",1221.51,0,2023-10-12,2023-10-16,Gift,,El Salvador,"Airfare, Lodging and Meals",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/725cbbf1-b16c-4a9d-a64f-6ac08c1bf4cf.pdf,https://digitaldemocracy.calmatters.org/legislators/maria elena-durazo-165445
Bill Essayli,2022,CIPA,"1001 K Street, 6th Floor","Sacramento, CA 95814",1278.32,0,2022-12-15,2022-12-16,Gift,true,Pelican Hill Golf Course,Was a featured speaker at the event.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2ba9e1fc-0ca4-4e31-9372-c8fbaafb96ae.pdf,https://digitaldemocracy.calmatters.org/legislators/bill-essayli-165444
Bill Essayli,2023,California Bail Agents Association,359 W Mission Blvd.,"Pomona, CA 91766 ",571.88,0,2023-10-09,2023-10-09,Gift,true,"Reno, Nevada",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6c99a4b9-3d9e-440c-b3c1-ff6ff78fd17f.pdf,https://digitaldemocracy.calmatters.org/legislators/bill-essayli-165444
Bill Essayli,2023,South Peninsula Area Republican Coalition,P.O. Box 466 ,"Los Altos, CA 94023",185.2,0,2023-10-26,2023-10-26,Gift,true,"Los Altos, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6c99a4b9-3d9e-440c-b3c1-ff6ff78fd17f.pdf,https://digitaldemocracy.calmatters.org/legislators/bill-essayli-165444
Heath Flora,2022,Agricultural Council of California,"1121 I St., #304","Sacramento, CA 95814",126.42,0,2022-03-14,,Gift,true,American Canyon,"Travel, lodging, ""me...""",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,Almond Alliance,"121 W. Main Street., Suite E","Turlock, CA 95380",279,0,,,Gift,true,Huntington Beach,Lodging,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,American Pistachio Growers,"9 River Park Place East, Suite 410","Fresno, CA 932720",714.5,0,2022-03-01,,Gift,true,Carlsbad,"Travel, lodging, ""me...""",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,Association of California Life and Health Insurance Companies,"1201 K Street, Suite 11820","Sacramento, CA 95814",2033.78,0,2022-10-10,2022-10-12,Gift,true,San Diego,"Accommodations, ""fo..."" beverages",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",761.12,0,2022-02-03,,Gift,true,Napa,"Accommodations..., and entertainment  ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",835.79,0,2022-06-16,2022-06-17,Gift,,Tahoe,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",4956.85,0,2022-07-25,2022-07-27,Gift,,Maine and Montreal,"Accommodations, ""..."" beverages ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",858.56,0,2022-12-08,2022-12-09,Gift,,San Diego,"Accommodations, ""..."" and entertainment",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,First Tee Silicon Valley,"2797 Park Avenue, Suite 207","Santa Clara, CA 95050",2370,0,,2022-07-14,Gift,,San Martin,"Accommodations, ""fo..."" entertainment, gift...",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,Governor's Cup Foundation,755 Riverpoint Drive,"West Sacramento, CA 95605",1473.75,0,2022-07-14,2022-07-15,Gift,true,Pebble Beach,"Accommodations, ""..."" and entertainment ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,Independent Voter Project,"2700 Adams Avenue, Suite 202","San Diego, CA 92116",2910,0,2022-11-13,2022-11-19,Gift,true,Hawaii,"Accommodations, ""..."" food, beverage ""and..."" ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,Shared Energy Future Foundation,"1415 L St., #900","Sacramento, CA 95814",3247.02,0,2022-10-24,2022-10-27,Gift,true,New Orleans,"Travel, lodging ""me..."" admission ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,California Chamber of Commerce,PO Box 888342,"Los Angeles, CA 90088-8342",1347.76,0,2023-10-24,2023-10-25,Gift,true,"Dana Point, CA","Accomodations, food, beverage",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133 ",11661.49,0,2023-03-31,2023-04-08,Gift,true,Denmark,"Accommodations, travel, beverage",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",976.59,0,2023-08-24,2023-08-25,Gift,true,"Tahoe, CA","Accomodations, food, beverage",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,California Problem Solvers Foundation,"400 Capitol Mall, Suite 1545","Sacramento, CA 95814",2860.95,0,2023-11-06,2023-11-08,Gift,true,,"Accomodations, food, beverage",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,First Tee Silicon Valley,"2797 Park Avenue, Suite 207","Santa Clara, CA 95050",3265,0,2023-07-16,2023-07-17,Gift,true,"San Martin, CA","Accomodations, food, beverage, entertainment ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,Governor's Cup Foundation,755 Riverpoint Drive,"West Sacramento, CA 95605 ",3947.34,0,2023-07-13,2023-07-15,Gift,true,"Monterey, CA",Accomodations ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,Independent Voter Project,"2700 Adams Avenue, Suite 202","San Diego, CA 92116",3152,0,2023-11-12,2023-11-17,Gift,true,Hawaii,"Accomodations, food,
beverage, entertainment ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,Western Agricultural Processors,1785 N. Fine Ave,Fresno 93727,406.03,0,2023-06-15,,Gift,true,"Monterey, CA",Accommodation and ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Mike Fong,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",825.45,0,2022-09-08,2022-09-09,Gift,,"Lake Tahoe, Nevada",CFEE Transportation Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b28b5024-12b8-47e0-8ae0-7a4e7fe56c83.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",858.56,0,2022-12-08,2022-12-09,Gift,,"San Diego, CA",CFEE Water Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b28b5024-12b8-47e0-8ae0-7a4e7fe56c83.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2022,Foundation for California's Technology and Innovation Economy,777 S. FIGUEROA ST. STE 4050,Los Angeles CA 90017-5864,1990,0,2022-08-04,2022-08-05,Gift,,"Napa, CA",5th Annual Technology Policy Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b28b5024-12b8-47e0-8ae0-7a4e7fe56c83.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2022,State Legislative Leaders Foundation,481 Main St.,"Centerville, Massachusetts 02632",4639.75,0,2022-07-11,2022-07-14,Gift,,"University of Virginia -Charlottsville, VA",Emerging Leaders Program- Classes,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b28b5024-12b8-47e0-8ae0-7a4e7fe56c83.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2022,The Climate Registry,600 Wilshire Blvd. Suite 970,Los Angeles CA 90071,4064.05,0,2022-11-11,2022-11-18,Gift,,"South Sinai, Egypt",Conference of the Parties (COP27),https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b28b5024-12b8-47e0-8ae0-7a4e7fe56c83.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,Asian American Pacific Leadership Foundation,"3183 Wilshire Boulevard, 196N","Los Angeles, CA 90010",686.67,0,2023-11-16,2023-11-17,Gift,true,"San Francisco, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,Asian Pacific Islander Legislative Caucus Foundation,"1787 Tribute Road, Suite 201","Sacramento, CA",788.78,0,2023-01-26,2023-01-27,Gift,true,"Saulsalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,"Beijing Cultural Relics Bureau, State Museum of China","83 Beiheyan Avenue, Dongcheng Road","Beijing, China",50,0,2023-11-01,2023-11-01,Gift,,"Beijing, China",Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,California Competes,1300 Clay Street,"Oakland, CA",974,0,2023-01-19,2023-01-20,Gift,true,"Sonoma, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",1007.49,0,2023-02-09,2023-02-10,Gift,,"Napa, CA",Explore Policy Opportunities &Roundtable discussions,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",10414.39,0,2023-03-31,2023-04-08,Gift,,Denmark,"Study tour, meetings & site visits relating to Offshore Wind Energy/Low Carbon Energy",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202",San Francisco,5093.68,0,2023-09-25,2023-09-28,Gift,,"Multi Counties including LA, Riverside and San Diego","Particiapnt, tour & meetings, SoCal, highlight of CA most significant enviro and economic entities.",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,Chinese People's Association for Friendship with Foreign Countries,No.1 Taijichang Street Dongcheng District,"Beijing, China",5135,0,2023-10-28,2023-10-30,Gift,,"Beijing, Shanghai, Jiangsu, Jinhua and Xianan China",Tour and Meetings in Enterprise Zones,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,Council of State Governments West,"1130 K Street, Suite 320","Sacramento, CA",3365.99,0,2023-12-12,2023-12-15,Gift,,"Colorado Springs, Colorado",Leadership Academy Training,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
Mike Fong,2023,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",533,0,2023-08-17,2023-08-18,Gift,,"Silicon Valley, San Jose, CA",Technology Policy Site Tours & Meetings - Tech Companies,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2066d269-0bc1-4804-a191-308dce595542.pdf,https://digitaldemocracy.calmatters.org/legislators/mike-fong-165455
